"YEAR","MONTH","DAY","STID","RAIN","TMAX","TMIN","HAVG","2AVG","ATOT","TAVG","HMAX","HMIN","2MAX","DAVG","DMAX","DMIN","AMAX","TR60","S60AV"
2021,12,8,FTCB,0.00,58.69,25.05,75.27,7.06,10.61,42.36,91.94,45.24,19.62,34.37,45.36,20.72,560.95,1.7849,52.72
2021,12,9,FTCB,0.00,71.47,44.42,45.78,6.37,9.52,56.04,81.20,20.44,14.76,33.32,44.07,28.04,602.48,1.7870,52.53
2021,12,10,FTCB,0.00,80.02,40.83,38.94,12.41,5.91,61.51,64.80,22.11,33.13,35.07,47.97,23.75,559.19,1.7865,52.92
2021,12,11,FTCB,0.00,50.45,28.13,46.58,5.93,12.53,38.68,64.15,20.24,12.55,18.94,25.24,10.41,581.61,1.7860,53.20
2021,12,12,FTCB,0.00,62.24,27.08,41.63,10.89,12.49,44.49,70.90,19.00,22.28,20.12,25.17,16.19,574.32,1.7886,52.62
2021,12,13,FTCB,0.00,66.60,32.46,47.93,8.33,11.82,49.83,76.52,24.65,15.56,29.19,39.38,24.76,557.10,1.7913,52.05
2021,12,14,FTCB,0.00,74.46,47.82,69.47,12.37,11.27,59.93,96.78,32.33,20.15,48.38,57.01,39.67,556.81,1.7926,52.17
2021,12,15,FTCB,0.00,77.90,54.39,71.52,14.31,6.26,68.09,91.84,40.12,31.88,57.85,62.57,39.94,586.71,1.7906,53.13
2021,12,16,FTCB,0.00,56.98,37.37,43.17,7.09,11.75,47.22,61.07,24.91,14.66,25.19,40.53,19.88,555.28,1.7875,54.28
2021,12,17,FTCB,0.00,63.88,39.02,54.56,3.35,4.07,51.28,72.61,39.93,12.80,35.15,47.75,24.56,473.27,1.7880,54.22
2021,12,18,FTCB,0.00,46.44,25.88,51.74,11.26,11.27,37.36,72.60,34.57,19.77,20.79,27.09,12.44,559.51,1.7889,54.04
2021,12,19,FTCB,0.00,46.67,12.06,54.62,3.20,12.03,28.62,83.98,24.80,9.87,12.59,18.09,6.80,571.91,1.7905,52.98
2021,12,20,FTCB,0.00,55.53,28.26,50.87,4.10,11.42,39.44,82.89,27.45,11.17,21.68,26.22,14.50,562.20,1.7950,51.89
2021,12,21,FTCB,0.00,63.97,22.81,69.03,3.19,12.08,40.16,94.85,29.76,11.84,28.88,35.85,20.07,572.34,1.7979,51.23
2021,12,22,FTCB,0.00,62.94,25.96,74.70,4.16,11.58,43.33,93.39,47.53,12.24,35.15,44.14,22.80,557.15,1.7993,50.81
2021,12,23,FTCB,0.00,60.15,30.62,78.19,2.88,7.72,45.97,99.80,46.06,7.71,38.49,47.01,30.22,577.45,1.7998,50.74
2021,12,24,FTCB,0.00,79.11,48.34,30.13,12.15,8.35,67.66,56.37,19.60,21.16,34.60,41.80,26.66,592.47,1.8009,50.94
2021,12,25,FTCB,0.00,77.40,41.35,45.66,5.81,9.93,60.39,72.63,21.96,16.36,38.07,41.03,32.60,591.87,1.7995,51.92
2021,12,26,FTCB,0.00,79.34,42.79,56.28,6.58,6.30,61.96,87.49,25.85,16.70,43.92,52.26,36.01,349.87,1.7960,52.66
2021,12,27,FTCB,0.00,64.38,40.57,35.30,6.25,6.75,50.90,72.54,16.48,14.73,22.84,40.61,12.71,761.18,1.7964,53.24
2021,12,28,FTCB,0.08,68.85,41.30,47.01,7.70,11.88,53.23,92.25,17.01,23.58,30.63,42.14,20.01,569.87,1.7969,53.20
2021,12,29,FTCB,0.00,67.93,33.23,47.18,5.36,11.72,47.70,83.68,18.08,14.62,26.47,35.39,19.81,653.98,1.7978,52.96
2021,12,30,FTCB,0.00,66.67,25.73,54.16,7.39,9.63,46.33,93.80,20.39,20.29,26.94,30.74,22.79,546.45,1.7995,52.46
2021,12,31,FTCB,0.16,67.89,50.81,56.31,9.33,3.36,57.01,89.15,38.21,22.30,40.35,52.35,29.08,222.24,1.8014,52.18
