"YEAR","MONTH","DAY","STID","RAIN","TMAX","TMIN","HAVG","2AVG","ATOT","TAVG","HMAX","HMIN","2MAX","DAVG","DMAX","DMIN","AMAX","TR60","S60AV"
2017,5,26,HINT,0.00,87.84,62.64,62.79,7.16,28.88,76.10,84.21,45.05,14.13,61.89,66.53,47.50,986.26,1.7846,67.21
2017,5,27,HINT,0.00,91.85,67.93,64.11,8.94,26.24,79.16,99.46,27.32,21.79,63.81,71.22,52.91,1102.95,1.7797,68.68
2017,5,28,HINT,0.00,81.63,59.99,55.75,7.53,30.19,70.47,93.71,21.86,22.39,51.26,61.78,38.03,991.95,1.7795,69.97
2017,5,29,HINT,0.00,86.99,53.15,47.79,3.28,25.03,71.38,83.41,19.90,12.43,47.84,52.81,39.96,1090.02,1.7813,70.67
2017,5,30,HINT,0.00,87.80,59.72,55.34,5.53,22.85,72.01,80.48,28.56,10.65,53.81,58.50,50.07,1114.56,1.7832,70.98
2017,5,31,HINT,0.00,88.92,58.89,58.40,6.50,27.61,74.28,93.03,25.47,13.89,56.47,61.14,47.35,970.35,1.7894,71.28
2017,6,1,HINT,0.00,88.32,63.07,66.64,6.09,27.91,73.29,93.78,32.44,21.56,59.91,62.95,53.71,1075.36,1.7910,71.91
2017,6,2,HINT,0.39,71.67,62.71,96.68,4.37,5.98,66.50,100.00,85.29,7.90,65.50,68.10,61.29,424.21,1.7896,72.48
2017,6,3,HINT,0.00,81.84,65.26,87.73,3.81,15.64,70.63,100.00,55.52,10.10,66.41,67.74,62.72,1094.13,1.7943,72.06
2017,6,4,HINT,0.01,81.97,64.62,86.13,4.61,17.32,71.27,100.00,58.68,10.78,66.46,68.15,64.53,1071.97,1.7951,71.87
2017,6,5,HINT,0.00,86.43,65.68,75.00,6.15,23.76,74.92,100.00,41.53,14.43,65.26,68.24,58.82,1157.49,1.8015,71.98
2017,6,6,HINT,0.32,91.20,59.88,62.45,4.60,27.67,77.09,96.87,32.52,19.91,60.67,66.19,56.88,1063.85,1.8118,72.48
2017,6,7,HINT,0.31,82.35,62.94,72.11,4.39,21.08,70.87,99.10,39.03,16.55,59.95,65.76,54.19,1022.69,1.8141,73.06
2017,6,8,HINT,0.00,84.81,59.32,60.33,4.49,27.27,72.03,86.00,39.62,7.92,56.39,60.81,52.15,1163.94,1.8201,73.10
2017,6,9,HINT,0.00,86.32,64.09,75.18,8.39,24.66,73.30,92.22,50.81,12.70,64.39,66.90,60.01,965.75,1.8182,73.17
2017,6,10,HINT,0.00,89.55,68.45,73.42,15.73,24.97,77.71,92.76,48.89,21.03,67.79,69.80,65.95,967.44,1.8196,73.61
2017,6,11,HINT,0.00,90.16,70.11,67.08,15.73,28.68,78.92,83.71,50.18,20.98,66.58,69.53,64.72,980.77,1.8256,74.24
2017,6,12,HINT,0.00,91.62,71.26,62.49,14.10,28.63,80.90,80.74,45.76,19.51,66.29,69.37,63.82,971.59,1.8359,74.91
2017,6,13,HINT,0.00,90.36,71.91,62.98,15.55,26.60,80.97,85.54,47.86,21.07,66.63,70.00,63.92,952.14,1.8476,75.59
2017,6,14,HINT,0.02,94.71,73.13,68.48,12.23,26.74,82.79,88.26,46.80,20.11,70.60,71.75,69.42,1068.77,1.8590,76.16
2017,6,15,HINT,0.00,96.98,71.58,66.74,9.90,26.93,83.78,90.64,39.44,19.66,70.58,72.64,67.73,950.82,1.8792,76.67
2017,6,16,HINT,0.00,97.54,69.98,63.58,11.12,29.20,83.85,91.23,30.45,17.40,68.44,71.57,61.18,962.54,1.9006,77.37
2017,6,17,HINT,0.00,97.07,72.86,66.61,11.06,27.59,84.74,87.94,41.59,19.75,71.47,75.38,68.66,944.40,1.9352,78.02
2017,6,18,HINT,0.00,81.79,67.87,66.40,12.11,17.72,75.39,91.91,41.45,22.03,62.40,72.98,53.93,994.11,1.9570,78.57
2017,6,19,HINT,0.00,91.74,60.55,55.17,4.04,-996.00,76.71,95.64,23.63,11.15,56.30,61.30,48.07,989.61,1.9550,78.38
2017,6,20,HINT,0.00,93.76,62.31,59.26,5.14,29.73,78.91,93.17,32.77,10.98,61.96,69.98,54.17,999.85,1.9378,78.51
2017,6,21,HINT,0.00,95.00,68.38,50.78,8.56,28.32,80.97,83.77,25.64,15.76,59.19,64.79,51.72,1024.78,1.9255,79.04
2017,6,22,HINT,0.00,94.87,63.43,57.45,5.72,28.81,79.86,87.58,32.76,10.86,61.96,66.30,58.51,955.51,1.9201,79.41
2017,6,23,HINT,0.00,90.66,70.54,59.46,11.09,24.39,79.46,88.35,27.14,23.15,62.60,71.07,50.88,1003.10,1.9228,79.81
2017,6,24,HINT,0.00,85.87,66.94,46.77,6.52,25.74,75.44,65.78,29.26,11.76,52.61,55.74,46.92,1018.33,1.9261,79.94
2017,6,25,HINT,0.01,86.22,63.32,52.09,4.55,16.94,73.36,74.57,28.16,9.26,53.69,60.15,47.56,977.95,1.9327,79.90
2017,6,26,HINT,0.00,88.12,63.90,63.29,5.25,19.32,75.73,86.28,44.70,10.07,61.87,67.47,52.57,1193.83,1.9383,79.42
2017,6,27,HINT,0.00,92.77,67.23,67.00,10.08,27.22,79.83,95.37,38.69,15.10,66.32,70.32,60.93,1080.76,1.9426,79.24
2017,6,28,HINT,0.00,92.16,70.09,64.07,15.39,29.20,81.24,94.07,40.28,22.10,66.61,68.90,63.57,953.41,1.9455,79.59
